program,source_page,source_sha256,source_recovery,translation,numeric_qa,korean_review,visual_qa,target_pages,reviewer,notes
lotus,37,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,38,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,39,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,40,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,41,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,42,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,43,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,44,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,45,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,46,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,47,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,48,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,49,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,50,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,51,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,52,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,53,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,54,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,55,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,56,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,57,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,58,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,59,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,60,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,61,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,62,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,63,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,64,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
lotus,65,7d4f1535dc35e8d964b8b1358c3e4daefe27da298ba8085f6805fc00324cd784,needs_review,not_started,not_started,not_started,not_started,,,
